model,id,tail_periods,top_periods,bottom_periods,cumulative_signed_contribution_decimal,mean_signed_contribution_decimal
TabPFN,000519.XSHE,58,31,27,-0.004231990516644221,-7.296535373524519e-05
TabPFN,000528.XSHE,15,7,8,2.806590423630722e-06,1.8710602824204814e-07
TabPFN,000536.XSHE,24,11,13,0.0013307642216590816,5.544850923579507e-05
TabPFN,000537.XSHE,59,30,29,0.0018772682730223624,3.181810632241292e-05
TabPFN,000540.XSHE,38,11,27,0.004152685767926,0.00010928120441910527
TabPFN,000541.XSHE,31,13,18,0.0013169759776939121,4.248309605464233e-05
TabPFN,000547.XSHE,38,18,20,0.0027465345021317374,7.227722374030887e-05
TabPFN,000553.XSHE,32,18,14,0.0029050884939968514,9.07840154374016e-05
TabPFN,000559.XSHE,17,11,6,-0.00044511324125975715,-2.6183131838809245e-05
TabPFN,000563.XSHE,15,10,5,0.00019871398498635706,1.324759899909047e-05
TabPFN,000572.XSHE,43,16,27,-0.004303324609870622,-0.00010007731650861912
TabPFN,000581.XSHE,22,13,9,-0.0005270796668043196,-2.3958166672923618e-05
TabPFN,000591.XSHE,7,5,2,-0.0010282852075429703,-0.0001468978867918529
TabPFN,000598.XSHE,25,16,9,-0.00044909781180521477,-1.796391247220859e-05
TabPFN,000623.XSHE,18,8,10,2.3740859304093715e-05,1.3189366280052064e-06
TabPFN,000629.XSHE,62,29,33,0.002695442422187506,4.347487777721784e-05
TabPFN,000630.XSHE,40,21,19,-0.0016125987048980692,-4.031496762245173e-05
TabPFN,000636.XSHE,32,16,16,-0.00047370961076422403,-1.4803425336382001e-05
TabPFN,000655.XSHE,41,22,19,-0.00410240107997792,-0.00010005856292629074
TabPFN,000656.XSHE,56,27,29,0.0029269746407577252,5.2267404299245097e-05
TabPFN,000671.XSHE,56,25,31,0.0006808217625469924,1.2157531474053436e-05
TabPFN,000680.XSHE,39,22,17,0.005568804017948051,0.0001427898466140526
TabPFN,000681.XSHE,22,10,12,-0.005572559201985601,-0.00025329814554480006
TabPFN,000683.XSHE,8,6,2,-9.03116831990494e-05,-1.1288960399881175e-05
TabPFN,000685.XSHE,15,7,8,-0.0003877152838492148,-2.5847685589947655e-05
TabPFN,000690.XSHE,25,8,17,0.0008182152478742121,3.272860991496848e-05
TabPFN,000703.XSHE,11,8,3,-4.1635750758004094e-05,-3.785068250727645e-06
TabPFN,000709.XSHE,24,9,15,-0.001970992034360196,-8.21246680983415e-05
TabPFN,000717.XSHE,22,11,11,-0.0009019941314410006,-4.099973324731821e-05
TabPFN,000718.XSHE,16,7,9,-0.002927889455774661,-0.0001829930909859163
TabPFN,000723.XSHE,34,15,19,-0.004674437402909181,-0.00013748345302674062
TabPFN,000729.XSHE,35,14,21,-0.0006719924192285053,-1.9199783406528722e-05
TabPFN,000732.XSHE,20,6,14,0.00213203535507758,0.000106601767753879
TabPFN,000733.XSHE,30,21,9,0.002222040629612759,7.406802098709196e-05
TabPFN,000738.XSHE,35,16,19,0.00019595396646194423,5.59868475605555e-06
TabPFN,000739.XSHE,49,31,18,-0.008217484903254413,-0.00016770377353580434
TabPFN,000758.XSHE,4,1,3,-0.001040006711473518,-0.0002600016778683795
TabPFN,000766.XSHE,32,12,20,-0.00045450941265027806,-1.420341914532119e-05
TabPFN,000777.XSHE,24,15,9,0.0036525809195424373,0.00015219087164760155
TabPFN,000778.XSHE,25,10,15,0.004096910680005391,0.00016387642720021563
TabPFN,000785.XSHE,27,14,13,0.0009676956417204865,3.584057932298098e-05
TabPFN,000799.XSHE,58,31,27,-0.0005831608338187206,-1.0054497134805528e-05
TabPFN,000807.XSHE,51,26,25,-0.005477290500103615,-0.00010739785294320813
TabPFN,000809.XSHE,21,8,13,0.00242589445380227,0.00011551878351439381
TabPFN,000816.XSHE,45,14,31,0.00499334175694825,0.00011096315015440555
TabPFN,000825.XSHE,24,11,13,0.0001590703796040905,6.62793248350377e-06
TabPFN,000826.XSHE,40,21,19,-2.301527260315016e-05,-5.75381815078754e-07
TabPFN,000830.XSHE,21,12,9,-0.0015869397041046729,-7.556855733831776e-05
TabPFN,000831.XSHE,41,21,20,-0.0018414523861877492,-4.4913472833847544e-05
TabPFN,000850.XSHE,27,15,12,-0.00406424200071334,-0.0001505274815079015
TabPFN,000852.XSHE,55,22,33,-0.001012838135980667,-1.8415238836012124e-05
TabPFN,000861.XSHE,32,18,14,-0.006192244004105305,-0.00019350762512829078
TabPFN,000869.XSHE,17,10,7,-4.116043931618637e-05,-2.421202312716845e-06
TabPFN,000877.XSHE,8,3,5,0.0001405823414349053,1.7572792679363162e-05
TabPFN,000878.XSHE,26,16,10,-0.0023734306686932576,-9.128579494974068e-05
TabPFN,000883.XSHE,16,9,7,-0.00025668418600023813,-1.6042761625014883e-05
TabPFN,000887.XSHE,62,29,33,-0.00741313667499596,-0.00011956672056445096
TabPFN,000897.XSHE,30,17,13,-0.007186281311379628,-0.00023954271037932094
TabPFN,000898.XSHE,21,15,6,-0.001221526110153097,-5.8167910007290335e-05
TabPFN,000919.XSHE,37,15,22,-0.006477022263049313,-0.00017505465575808955
TabPFN,000930.XSHE,20,10,10,0.001239184071243624,6.19592035621812e-05
TabPFN,000932.XSHE,25,14,11,-0.00168339458164986,-6.73357832659944e-05
TabPFN,000937.XSHE,29,14,15,-0.0014073165540124631,-4.852815703491252e-05
TabPFN,000959.XSHE,18,5,13,0.0004131401855342755,2.295223252968197e-05
TabPFN,000960.XSHE,39,18,21,0.0005460653421026167,1.4001675438528633e-05
TabPFN,000961.XSHE,36,14,22,0.0004100570847760962,1.1390474577113784e-05
TabPFN,000962.XSHE,32,16,16,0.0010170357455082837,3.1782367047133866e-05
TabPFN,000967.XSHE,28,10,18,0.0013691747523157257,4.8899098296990204e-05
TabPFN,000970.XSHE,38,11,27,-0.0009323697911629358,-2.453604713586673e-05
TabPFN,000975.XSHE,64,39,25,-0.00012298648233984412,-1.9216637865600644e-06
TabPFN,000980.XSHE,24,7,17,0.0019146542735766275,7.977726139902614e-05
TabPFN,000981.XSHE,18,4,14,0.002889568641533988,0.00016053159119633266
TabPFN,000982.XSHE,12,5,7,-0.0014141665487817714,-0.00011784721239848095
TabPFN,000983.XSHE,66,37,29,0.005914834336929081,8.961870207468304e-05
TabPFN,000987.XSHE,25,10,15,-0.0025656285990323865,-0.00010262514396129547
TabPFN,000988.XSHE,40,25,15,0.003714390908217996,9.28597727054499e-05
TabPFN,000990.XSHE,25,7,18,0.003616698220499503,0.00014466792881998012
TabPFN,000997.XSHE,33,16,17,-0.005808105785420219,-0.00017600320561879452
TabPFN,000998.XSHE,33,19,14,-0.0011717765358636647,-3.5508379874656504e-05
TabPFN,000999.XSHE,61,35,26,-0.005915586705921357,-9.697683124461242e-05
TabPFN,001203.XSHE,35,21,14,0.0023418221174031366,6.690920335437534e-05
TabPFN,001872.XSHE,23,14,9,-0.00010319309435619914,-4.486656276356484e-06
TabPFN,001914.XSHE,45,21,24,-0.0027557318013252297,-6.1238484473894e-05
TabPFN,001965.XSHE,17,11,6,-0.0010331577544587746,-6.0773985556398505e-05
TabPFN,002002.XSHE,36,15,21,0.0010225317204351455,2.8403658900976263e-05
TabPFN,002004.XSHE,20,11,9,0.0005047978674932005,2.5239893374660026e-05
TabPFN,002010.XSHE,31,18,13,-0.0009949435627626619,-3.209495363750522e-05
TabPFN,002011.XSHE,54,23,31,-0.0024519598541208726,-4.540666396520135e-05
TabPFN,002013.XSHE,36,20,16,-0.001303710373561963,-3.621417704338786e-05
TabPFN,002019.XSHE,35,20,15,-0.0030891030929796424,-8.826008837084692e-05
TabPFN,002025.XSHE,20,8,12,-0.0016958259923346764,-8.479129961673382e-05
TabPFN,002028.XSHE,62,30,32,-0.009684050455438693,-0.00015619436218449506
TabPFN,002030.XSHE,37,22,15,-0.0005850323473834493,-1.581168506441755e-05
TabPFN,002038.XSHE,6,3,3,0.00047331258037990807,7.888543006331801e-05
TabPFN,002048.XSHE,37,13,24,-0.0005270434601552026,-1.4244417842032504e-05
TabPFN,002051.XSHE,22,14,8,-0.0029696424275246786,-0.00013498374670566722
TabPFN,002056.XSHE,62,32,30,-0.004169887855930068,-6.725625574080754e-05
TabPFN,002065.XSHE,27,13,14,0.0011285040363242127,4.179644578978566e-05
TabPFN,002069.XSHE,17,8,9,-0.0009261483177780075,-5.4479312810471026e-05
TabPFN,002074.XSHE,23,14,9,-0.003061642878037109,-0.00013311490774074386
TabPFN,002075.XSHE,26,11,15,0.001534373425177761,5.901436250683696e-05
TabPFN,002078.XSHE,32,17,15,-0.00025926755751175614,-8.10211117224238e-06
TabPFN,002080.XSHE,32,13,19,0.003217347356909441,0.00010054210490342003
TabPFN,002081.XSHE,18,10,8,-0.00024850894346322,-1.3806052414623334e-05
TabPFN,002085.XSHE,13,10,3,0.0018058156561322745,0.00013890889662555958
TabPFN,002092.XSHE,39,26,13,-0.001522053616640928,-3.902701581130585e-05
TabPFN,002093.XSHE,64,31,33,-0.004134704321987733,-6.460475503105833e-05
TabPFN,002110.XSHE,21,11,10,5.859106868060735e-05,2.790050889552731e-06
TabPFN,002118.XSHE,31,13,18,-0.00018817860908556207,-6.070277712437486e-06
TabPFN,002122.XSHE,3,0,3,0.0011022620822307037,0.00036742069407690123
TabPFN,002124.XSHE,34,15,19,-3.364477279970931e-05,-9.895521411679208e-07
TabPFN,002127.XSHE,22,9,13,-0.0028848859975559504,-0.00013113118170708865
TabPFN,002128.XSHE,28,13,15,0.0018176579889228885,6.491635674724602e-05
TabPFN,002131.XSHE,28,20,8,-0.003125237281857174,-0.0001116156172091848
TabPFN,002138.XSHE,43,18,25,0.0022896451256759253,5.324756106223082e-05
TabPFN,002140.XSHE,40,15,25,-0.000157056651935741,-3.9264162983935246e-06
TabPFN,002146.XSHE,31,14,17,-0.002081717002789537,-6.715216138030765e-05
TabPFN,002152.XSHE,24,15,9,-0.0004345026469979622,-1.8104276958248427e-05
TabPFN,002153.XSHE,59,29,30,0.004846490006090695,8.214389840831686e-05
TabPFN,002155.XSHE,56,28,28,-0.011167233205751652,-0.00019941487867413665
TabPFN,002156.XSHE,55,25,30,-0.0087296049681681,-0.0001587200903303291
TabPFN,002174.XSHE,22,11,11,0.00016481258825606394,7.491481284366543e-06
TabPFN,002180.XSHE,23,10,13,0.0009996870069234126,4.346465247493098e-05
TabPFN,002183.XSHE,31,16,15,0.0038153753704167,0.00012307662485215161
TabPFN,002185.XSHE,15,5,10,0.0006644513712246849,4.429675808164566e-05
TabPFN,002191.XSHE,31,13,18,0.0023018698569151775,7.42538663521025e-05
TabPFN,002192.XSHE,17,5,12,-0.0013192249411340528,-7.760146712553251e-05
TabPFN,002195.XSHE,43,20,23,0.0017904606837524323,4.163862055238215e-05
TabPFN,002203.XSHE,31,17,14,-0.00043235730060396795,-1.3947009696902192e-05
TabPFN,002212.XSHE,33,14,19,-0.0017167690158411695,-5.202330351033847e-05
TabPFN,002221.XSHE,37,22,15,-0.00024947810953645415,-6.742651609093356e-06
TabPFN,002223.XSHE,56,25,31,-0.00040164219597783554,-7.172182071032777e-06
TabPFN,002233.XSHE,20,12,8,-0.0008817127641675836,-4.408563820837918e-05
TabPFN,002238.XSHE,50,18,32,-0.005797978708417812,-0.00011595957416835624
TabPFN,002240.XSHE,26,11,15,0.0024101141728859942,9.269669895715362e-05
TabPFN,002242.XSHE,26,11,15,0.003326552868809619,0.00012794434110806227
TabPFN,002244.XSHE,56,22,34,0.0017602104457878434,3.143232938906863e-05
TabPFN,002249.XSHE,22,12,10,-0.0012205102933478059,-5.547774060671845e-05
TabPFN,002250.XSHE,36,17,19,0.0006217354356559533,1.7270428768220922e-05
TabPFN,002266.XSHE,12,8,4,-0.0002905758218992113,-2.4214651824934274e-05
TabPFN,002268.XSHE,64,36,28,0.004407041787984906,6.886002793726416e-05
TabPFN,002269.XSHE,43,19,24,-0.006276097230777721,-0.00014595574955297025
TabPFN,002273.XSHE,36,19,17,-0.0008596298178089845,-2.3878606050249567e-05
TabPFN,002275.XSHE,33,18,15,0.0006922744419743934,2.0978013393163435e-05
TabPFN,002280.XSHE,57,27,30,0.006363512667645463,0.00011164057311658707
TabPFN,002281.XSHE,30,22,8,0.0009528495129516257,3.1761650431720856e-05
TabPFN,002294.XSHE,47,24,23,-0.0015070705833146836,-3.2065331559886885e-05
TabPFN,002299.XSHE,41,20,21,-0.001593414631058356,-3.88637714892282e-05
TabPFN,002302.XSHE,18,11,7,9.264229122272488e-05,5.1467939568180484e-06
TabPFN,002315.XSHE,42,25,17,-0.0007912202652717462,-1.8838577744565386e-05
TabPFN,002317.XSHE,71,36,35,0.003893772039682997,5.484185971384503e-05
TabPFN,002325.XSHE,26,9,17,-0.004727848811933964,-0.0001818403389205371
TabPFN,002326.XSHE,20,12,8,-0.0011003722542337814,-5.501861271168907e-05
TabPFN,002340.XSHE,24,11,13,-0.0001574425025943442,-6.5601042747643415e-06
TabPFN,002342.XSHE,37,17,20,-0.004803164725609335,-0.00012981526285430636
TabPFN,002353.XSHE,48,18,30,-0.009313935603792988,-0.0001940403250790206
TabPFN,002354.XSHE,58,24,34,0.003155555096925411,5.4406122360782944e-05
TabPFN,002366.XSHE,20,9,11,-0.006935198686404341,-0.0003467599343202171
TabPFN,002368.XSHE,50,21,29,0.00226159147367307,4.5231829473461394e-05
TabPFN,002372.XSHE,36,13,23,-0.0016379755507539232,-4.549932085427564e-05
TabPFN,002373.XSHE,30,9,21,-0.0018859968558049033,-6.286656186016345e-05
TabPFN,002375.XSHE,17,10,7,-2.874923234706782e-05,-1.691131314533401e-06
TabPFN,002382.XSHE,31,15,16,-0.00141198741179862,-4.554798102576193e-05
TabPFN,002384.XSHE,58,32,26,3.3121140671985017e-06,5.710541495169831e-08
TabPFN,002385.XSHE,38,21,17,0.0003294946202533612,8.67091105929898e-06
TabPFN,002387.XSHE,41,21,20,-0.00044232602170769797,-1.0788439553846292e-05
TabPFN,002390.XSHE,33,15,18,0.0030291025151732015,9.179098530827883e-05
TabPFN,002392.XSHE,17,10,7,-0.0020238223168484214,-0.00011904837157931891
TabPFN,002396.XSHE,22,11,11,-0.0007920549032336157,-3.600249560152798e-05
TabPFN,002399.XSHE,32,19,13,-0.005480044325431436,-0.00017125138516973238
TabPFN,002407.XSHE,37,18,19,-0.0010328715327095376,-2.7915446829987503e-05
TabPFN,002408.XSHE,28,13,15,-0.005795482031644935,-0.00020698150113017624
TabPFN,002409.XSHE,48,25,23,-0.0006014250706294047,-1.2529688971445931e-05
TabPFN,002416.XSHE,30,12,18,-0.0005185477380662532,-1.728492460220844e-05
TabPFN,002419.XSHE,45,19,26,-0.003347481986237003,-7.438848858304451e-05
TabPFN,002422.XSHE,40,19,21,0.003544641294876245,8.861603237190612e-05
TabPFN,002423.XSHE,29,11,18,0.00018602986173552424,6.414822818466353e-06
TabPFN,002424.XSHE,53,23,30,0.01344268739440562,0.00025363561121520035
TabPFN,002426.XSHE,48,25,23,0.0022893741055999535,4.76952938666657e-05
TabPFN,002429.XSHE,33,21,12,0.0031715910259111435,9.610881896700436e-05
TabPFN,002430.XSHE,49,17,32,-0.002997620944032336,-6.117593763331299e-05
TabPFN,002431.XSHE,36,22,14,0.001538323346943728,4.273120408177022e-05
TabPFN,002434.XSHE,43,18,25,-0.0007099469437008967,-1.6510394039555735e-05
TabPFN,002439.XSHE,44,24,20,0.0021312636537243876,4.84378103119179e-05
TabPFN,002440.XSHE,7,3,4,0.000851998985125357,0.00012171414073219386
TabPFN,002444.XSHE,66,32,34,0.002042261916131718,3.094336236563209e-05
TabPFN,002458.XSHE,53,30,23,-0.0012248848237106863,-2.311103440963559e-05
TabPFN,002465.XSHE,20,11,9,-0.0018274805252262575,-9.137402626131288e-05
TabPFN,002468.XSHE,48,21,27,-0.006689130532531784,-0.00013935688609441216
TabPFN,002480.XSHE,43,22,21,-0.006002535343709722,-0.00013959384520255167
TabPFN,002490.XSHE,57,28,29,-0.0016279949871296287,-2.8561315563677697e-05
TabPFN,002491.XSHE,36,15,21,-0.00392955599082225,-0.00010915433307839584
TabPFN,002497.XSHE,20,10,10,0.0007015049287436363,3.507524643718182e-05
TabPFN,002503.XSHE,24,13,11,0.00046363915018918,1.9318297924549167e-05
TabPFN,002505.XSHE,47,22,25,-0.0063993472483984985,-0.0001361563244340106
TabPFN,002506.XSHE,41,19,22,-0.005311018654491033,-0.00012953704035343984
TabPFN,002507.XSHE,35,22,13,0.002374284734154033,6.783670669011523e-05
TabPFN,002508.XSHE,38,17,21,-0.003168469056030759,-8.33807646323884e-05
TabPFN,002511.XSHE,34,17,17,-0.0014442799911216658,-4.247882326828429e-05
TabPFN,002517.XSHE,29,14,15,-0.0062010600568022205,-0.00021382965713111104
TabPFN,002531.XSHE,9,3,6,7.777685004235589e-05,8.641872226928432e-06
TabPFN,002532.XSHE,41,20,21,-0.004068685194411129,-9.923622425392998e-05
TabPFN,002551.XSHE,49,24,25,0.0008456473119566926,1.725810840727944e-05
TabPFN,002557.XSHE,51,24,27,0.001572065272650621,3.0824809267659235e-05
TabPFN,002563.XSHE,20,13,7,-0.0016739636340717162,-8.369818170358581e-05
TabPFN,002568.XSHE,13,7,6,-0.002326944647817492,-0.00017899574213980706
TabPFN,002572.XSHE,49,23,26,0.0020323816255747814,4.14771760321384e-05
TabPFN,002583.XSHE,35,18,17,-0.00502512356299734,-0.00014357495894278113
TabPFN,002588.XSHE,26,13,13,-0.0022057054185895377,-8.483482379190529e-05
TabPFN,002595.XSHE,28,14,14,-0.0028675813982704467,-0.00010241362136680166
TabPFN,002603.XSHE,82,37,45,0.004838339877033926,5.9004144841877146e-05
TabPFN,002624.XSHE,22,9,13,-0.0010744866448497384,-4.884030203862447e-05
TabPFN,002625.XSHE,29,14,15,0.0012424439284512564,4.284289408452608e-05
TabPFN,002640.XSHE,43,23,20,-0.002986274311456973,-6.944823980132496e-05
TabPFN,002642.XSHE,64,30,34,0.00318842865841526,4.9819197787738436e-05
TabPFN,002648.XSHE,11,8,3,0.00029148989629235454,2.649908148112314e-05
TabPFN,002653.XSHE,35,14,21,-0.0059289974154589625,-0.00016939992615597037
TabPFN,002665.XSHE,60,20,40,-0.010658171599438444,-0.00017763619332397408
TabPFN,002670.XSHE,31,14,17,-0.0003735493517579,-1.2049979088964517e-05
TabPFN,002681.XSHE,39,19,20,-0.007130210512892205,-0.0001828259105869796
TabPFN,002683.XSHE,47,24,23,0.0024645176502883963,5.2436545750816945e-05
TabPFN,002690.XSHE,36,23,13,0.0004508814019574029,1.2524483387705635e-05
TabPFN,002699.XSHE,26,9,17,-0.007168969966479976,-0.0002757296140953837
TabPFN,002701.XSHE,23,10,13,-0.0008492398277479218,-3.6923470771648774e-05
TabPFN,002705.XSHE,43,22,21,0.0023428105121765107,5.448396539945374e-05
TabPFN,002707.XSHE,78,44,34,0.0013243479605975256,1.6978820007660585e-05
TabPFN,002738.XSHE,23,11,12,-0.006423084640462465,-0.00027926454958532456
TabPFN,002739.XSHE,44,20,24,-0.0019419768874739411,-4.413583835168048e-05
TabPFN,002745.XSHE,30,16,14,-0.0032812242027829637,-0.00010937414009276546
TabPFN,002756.XSHE,33,13,20,-0.0027985904922259966,-8.480577249169687e-05
TabPFN,002815.XSHE,20,9,11,0.00143265841596178,7.1632920798089e-05
TabPFN,002818.XSHE,21,12,9,-0.00331227274542418,-0.00015772727359162763
TabPFN,002831.XSHE,39,24,15,-0.0032285569679045382,-8.278351199755226e-05
TabPFN,002850.XSHE,18,6,12,0.0012422342023832695,6.901301124351497e-05
TabPFN,002867.XSHE,21,14,7,0.0021116491712727045,0.00010055472244155736
TabPFN,002901.XSHE,62,28,34,-0.0004490217023407272,-7.242285521624632e-06
TabPFN,002925.XSHE,24,17,7,0.002550200877915579,0.00010625836991314913
TabPFN,002946.XSHE,27,14,13,-0.0016492601047623221,-6.108370758378971e-05
TabPFN,002957.XSHE,44,18,26,-0.004523351563559472,-0.00010280344462635163
TabPFN,002985.XSHE,48,22,26,0.004507847845444051,9.39134967800844e-05
TabPFN,003022.XSHE,75,33,42,-0.0028915770308510793,-3.855436041134772e-05
TabPFN,003035.XSHE,36,25,11,0.0019064161609256736,5.29560044701576e-05
TabPFN,300001.XSHE,41,21,20,-0.0033542955337671734,-8.181208618944326e-05
TabPFN,300002.XSHE,34,20,14,0.0028083041104788537,8.259717971996628e-05
TabPFN,300003.XSHE,9,5,4,-0.0019108813475585285,-0.0002123201497287254
TabPFN,300009.XSHE,24,11,13,-0.002079536868649464,-8.6647369527061e-05
TabPFN,300010.XSHE,81,36,45,0.0035593846832739384,4.3943020781159734e-05
TabPFN,300012.XSHE,16,5,11,-0.0001736937081368109,-1.0855856758550681e-05
TabPFN,300017.XSHE,26,11,15,0.00015798850339318894,6.076480899738036e-06
TabPFN,300024.XSHE,39,17,22,-0.003302700243313397,-8.468462162342044e-05
TabPFN,300026.XSHE,54,23,31,0.0005447252176955736,1.0087504031399512e-05
TabPFN,300032.XSHE,35,17,18,0.004168393376951013,0.0001190969536271718
TabPFN,300037.XSHE,54,31,23,-0.004664199370093184,-8.637406240913305e-05
TabPFN,300058.XSHE,59,24,35,-0.004458710129241197,-7.557135812273215e-05
TabPFN,300070.XSHE,26,12,14,0.0003953380431647663,1.5205309352491012e-05
TabPFN,300072.XSHE,38,18,20,-0.001647021077999621,-4.3342659947358445e-05
TabPFN,300073.XSHE,41,20,21,-0.00242595531425579,-5.916964181111683e-05
TabPFN,300088.XSHE,34,14,20,-0.002539922241964106,-7.470359535188547e-05
TabPFN,300113.XSHE,46,16,30,0.00307047615897747,6.674948171690152e-05
TabPFN,300115.XSHE,48,24,24,-0.0029308007204192172,-6.105834834206702e-05
TabPFN,300116.XSHE,27,12,15,0.005052372070623674,0.00018712489150458052
TabPFN,300133.XSHE,8,4,4,1.0236846746686786e-05,1.2796058433358483e-06
TabPFN,300136.XSHE,25,16,9,0.0010150429546162403,4.060171818464961e-05
TabPFN,300144.XSHE,22,12,10,-0.0005590413079239133,-2.5410968541996058e-05
TabPFN,300146.XSHE,34,21,13,-0.0015660636119755066,-4.6060694469867846e-05
TabPFN,300147.XSHE,65,25,40,-0.010360485068320071,-0.00015939207797415495
TabPFN,300159.XSHE,11,7,4,-0.0015411824971672608,-0.00014010749974247827
TabPFN,300166.XSHE,30,17,13,-0.0023402174967721663,-7.800724989240554e-05
TabPFN,300168.XSHE,28,12,16,-0.0013296790767868111,-4.7488538456671825e-05
TabPFN,300182.XSHE,30,14,16,0.00021032525865141515,7.010841955047172e-06
TabPFN,300197.XSHE,14,3,11,1.9855137434003948e-05,1.4182241024288534e-06
TabPFN,300199.XSHE,103,52,51,-0.0007617325097043163,-7.395461259265207e-06
TabPFN,300207.XSHE,15,8,7,0.0003334466107204599,2.2229774048030662e-05
TabPFN,300212.XSHE,66,31,35,0.009522169561784161,0.0001442752963906691
TabPFN,300223.XSHE,15,3,12,-6.532171926590326e-05,-4.354781284393551e-06
TabPFN,300244.XSHE,31,13,18,-0.002368612209903256,-7.64068454807502e-05
TabPFN,300251.XSHE,43,16,27,-0.0018255174830924,-4.245389495563721e-05
TabPFN,300253.XSHE,42,24,18,-0.002948269432186232,-7.019689124252934e-05
TabPFN,300257.XSHE,41,19,22,0.0005619806939269673,1.3706846193340667e-05
TabPFN,300271.XSHE,10,3,7,0.0009230869291621954,9.230869291621953e-05
TabPFN,300273.XSHE,10,4,6,-0.0012774342922228835,-0.00012774342922228834
TabPFN,300285.XSHE,36,16,20,0.0054162067338010145,0.0001504501870500282
TabPFN,300291.XSHE,30,14,16,-0.0028297309342300014,-9.432436447433338e-05
TabPFN,300296.XSHE,28,11,17,-0.0030279283070911026,-0.0001081402966818251
TabPFN,300297.XSHE,5,2,3,-0.0030462390997908666,-0.0006092478199581733
TabPFN,300308.XSHE,45,23,22,0.01053516249049474,0.0002341147220109942
TabPFN,300315.XSHE,14,6,8,0.00032139878471513757,2.2957056051081254e-05
TabPFN,300324.XSHE,35,14,21,0.00047044294106703426,1.344122688762955e-05
TabPFN,300357.XSHE,42,21,21,0.0052438741029913905,0.0001248541453093188
TabPFN,300363.XSHE,60,34,26,-0.008879178810209418,-0.0001479863135034903
TabPFN,300373.XSHE,8,4,4,0.0005894204549008377,7.367755686260471e-05
TabPFN,300376.XSHE,32,14,18,-0.002097622143573056,-6.5550691986658e-05
TabPFN,300383.XSHE,28,13,15,-0.0008336537790710639,-2.9773349252537997e-05
TabPFN,300390.XSHE,31,14,17,0.0005059563038422746,1.6321171091686278e-05
TabPFN,300418.XSHE,50,28,22,-0.004599765691148961,-9.199531382297923e-05
TabPFN,300459.XSHE,13,6,7,-0.004075241696948451,-0.0003134801305344962
TabPFN,300463.XSHE,27,10,17,-0.0005423574206824218,-2.0087311877126734e-05
TabPFN,300474.XSHE,75,33,42,-0.009010931451442935,-0.0001201457526859058
TabPFN,300482.XSHE,63,29,34,-0.002012253475818864,-3.194053136220419e-05
TabPFN,300558.XSHE,35,20,15,0.0003631442260192579,1.0375549314835941e-05
TabPFN,300568.XSHE,12,4,8,0.0010411912609840273,8.67659384153356e-05
TabPFN,300604.XSHE,14,6,8,-0.0002983244609529532,-2.1308890068068087e-05
TabPFN,300618.XSHE,34,14,20,0.0005694397078553756,1.6748226701628694e-05
TabPFN,300630.XSHE,40,17,23,-0.003738354849734522,-9.345887124336306e-05
TabPFN,300676.XSHE,26,16,10,-0.0001517759714267633,-5.837537362567819e-06
TabPFN,300677.XSHE,29,12,17,-0.00486071349849369,-0.00016761081029288585
TabPFN,300682.XSHE,17,9,8,-0.0005062402149555205,-2.9778836173854148e-05
TabPFN,300699.XSHE,51,22,29,0.002362568490430666,4.632487236138561e-05
TabPFN,300724.XSHE,81,44,37,-0.01347634661293415,-0.00016637464954239692
TabPFN,300741.XSHE,38,21,17,-0.004972178201144716,-0.00013084679476696622
TabPFN,300751.XSHE,21,11,10,0.0009545639128570257,4.5455424421763126e-05
TabPFN,300763.XSHE,23,14,9,-0.000578020383729636,-2.5131321031723303e-05
TabPFN,300769.XSHE,37,15,22,0.0014627936000168504,3.953496216261758e-05
TabPFN,300776.XSHE,17,10,7,-0.0007836239022252706,-4.609552366031004e-05
TabPFN,300832.XSHE,34,21,13,-0.003253248535319591,-9.568378045057621e-05
TabPFN,300850.XSHE,14,5,9,0.0006549308625032935,4.678077589309239e-05
TabPFN,300861.XSHE,11,3,8,-0.0012511449960461861,-0.00011374045418601691
TabPFN,300866.XSHE,9,4,5,0.0014338527328526499,0.0001593169703169611
TabPFN,300869.XSHE,43,17,26,-0.002700202797715885,-6.279541390036942e-05
TabPFN,300888.XSHE,34,14,20,-0.0035448001556354345,-0.00010425882810692455
TabPFN,301029.XSHE,15,4,11,0.0008516752949976772,5.6778352999845145e-05
TabPFN,600006.XSHG,39,16,23,0.002800597985539046,7.181020475741143e-05
TabPFN,600008.XSHG,13,10,3,0.0015578608807524346,0.00011983545236557189
TabPFN,600021.XSHG,51,25,26,-0.0032450195514049803,-6.362783434127412e-05
TabPFN,600022.XSHG,20,8,12,-0.000218877631975521,-1.094388159877605e-05
TabPFN,600026.XSHG,89,50,39,0.013529842577769046,0.00015202070312100052
TabPFN,600027.XSHG,51,28,23,-0.007918878806722844,-0.0001552721334651538
TabPFN,600032.XSHG,5,2,3,0.0003997644352928193,7.995288705856386e-05
TabPFN,600037.XSHG,18,9,9,-0.001636634152976445,-9.09241196098025e-05
TabPFN,600038.XSHG,37,16,21,-0.0012476536279393657,-3.372036832268556e-05
TabPFN,600039.XSHG,24,11,13,-0.002411632771355079,-0.00010048469880646163
TabPFN,600053.XSHG,47,22,25,-0.0004328383425074298,-9.209326436328294e-06
TabPFN,600056.XSHG,65,33,32,0.013364254798994977,0.0002056039199845381
