model,seed,uncertainty_signal,requested_coverage,realized_coverage,n_asset_dates,n_dates,mean_ic,ic_std_ddof1,ir,gross_long_short_mean_return_decimal,gross_long_short_sharpe,average_total_one_way_turnover_including_initial,fixed_cost_bps,net_long_short_mean_return_decimal,net_long_short_sharpe,mean_long_positions,mean_short_positions
TabPFN,42,ensemble_iqr,0.4,0.3988684582743989,38634,242,-0.02613427247197613,0.09428170672839208,-0.2771934596736148,-0.0019899895297501983,-4.001694151589482,1.9479419867120402,10,-0.003937931516462239,-7.918769478839858,15.52892561983471,16.367768595041323
TabPFN,42,ensemble_iqr,0.2,0.1989902848470457,19274,242,-0.020481728220802065,0.1279850440575331,-0.16003220041550256,-0.0015494429699243581,-2.317367062327699,1.9741653548471731,10,-0.003523608324771531,-5.268161663167316,7.537190082644628,8.289256198347108
TabPFN,42,member_rank_disagreement,1.0,1.0,96859,242,-0.036187000176703725,0.07320136729691482,-0.49434869201178,-0.0018251559781167954,-4.00602568989228,1.8157365818528135,10,-0.003640892559969609,-7.988574113780027,39.570247933884296,40.45867768595041
TabPFN,42,member_rank_disagreement,0.8,0.7989345337036311,77384,242,-0.03968878689713075,0.08276849468140869,-0.4795156303119957,-0.0017721888666893029,-3.5557557801329667,1.840337183108865,10,-0.0036125260497981673,-7.246820070950782,31.53305785123967,32.40495867768595
TabPFN,42,member_rank_disagreement,0.6,0.5990563602762778,58024,242,-0.04288746720905887,0.09291618479603998,-0.4615715475533247,-0.001908914910902217,-3.3092074262287987,1.8644063545150509,10,-0.003773321265417267,-6.541105779884474,23.541322314049587,24.40909090909091
TabPFN,42,member_rank_disagreement,0.4,0.3988684582743989,38634,242,-0.047988816710184144,0.11056272282553546,-0.4340415601550353,-0.001737712891625997,-2.5075098940835674,1.8873926430076162,10,-0.0036251055346336134,-5.230657536900068,15.52892561983471,16.367768595041323
TabPFN,42,member_rank_disagreement,0.2,0.1989902848470457,19274,242,-0.04797962651055992,0.14723266643399732,-0.32587623163144047,-0.0017232287577416145,-1.5742304222702759,1.910443722943723,10,-0.003633672480685338,-3.3204740358375036,7.537190082644628,8.289256198347108
TabPFN,42,group_composition_sd,1.0,1.0,96859,242,-0.036187000176703725,0.07320136729691482,-0.49434869201178,-0.0018251559781167954,-4.00602568989228,1.8157365818528135,10,-0.003640892559969609,-7.988574113780027,39.570247933884296,40.45867768595041
TabPFN,42,group_composition_sd,0.8,0.7989345337036311,77384,242,-0.037113775053143644,0.07650164123945667,-0.48513697813324497,-0.0019308552913638733,-4.036925730969238,1.8661743395462929,10,-0.003797029630910166,-7.935980724184919,31.53305785123967,32.40495867768595
TabPFN,42,group_composition_sd,0.6,0.5990563602762778,58024,242,-0.03578393259510015,0.08451168427366741,-0.4234199436757633,-0.0017572353191352304,-3.3581588146104404,1.8934666749587703,10,-0.003650701994094001,-6.976240323838638,23.541322314049587,24.40909090909091
TabPFN,42,group_composition_sd,0.4,0.3988684582743989,38634,242,-0.030641319838947124,0.0941513655838637,-0.3254474287115241,-0.001463011602637855,-2.367861643875136,1.892021147301896,10,-0.0033550327499397513,-5.429285769913202,15.52892561983471,16.367768595041323
TabPFN,42,group_composition_sd,0.2,0.1989902848470457,19274,242,-0.035032003746881576,0.12401656968048336,-0.28247841266000284,-0.0010915746709608068,-1.2561989441318193,1.8895120031483668,10,-0.0029810866741091734,-3.4267256387952703,7.537190082644628,8.289256198347108
TabPFN,42,mean_median_disagreement,1.0,1.0,96859,242,-0.036187000176703725,0.07320136729691482,-0.49434869201178,-0.0018251559781167954,-4.00602568989228,1.8157365818528135,10,-0.003640892559969609,-7.988574113780027,39.570247933884296,40.45867768595041
TabPFN,42,mean_median_disagreement,0.8,0.7989345337036311,77384,242,-0.033225149848469956,0.07767726746226448,-0.42773324724135914,-0.0016393169081001559,-3.4096610632410105,1.8840588632692592,10,-0.0035233757713694154,-7.322327285418536,31.53305785123967,32.40495867768595
TabPFN,42,mean_median_disagreement,0.6,0.5990563602762778,58024,242,-0.030486249884654607,0.08336424501523884,-0.3656993460335636,-0.002006340098475541,-4.200234746615601,1.9156246026700576,10,-0.0039219647011456,-8.20543230725411,23.541322314049587,24.40909090909091
TabPFN,42,mean_median_disagreement,0.4,0.3988684582743989,38634,242,-0.03397517657376992,0.0965367672706428,-0.35194027658415183,-0.001636122190224904,-2.7913176111942475,1.9425315994166263,10,-0.00357865378964153,-6.106198378796507,15.52892561983471,16.367768595041323
TabPFN,42,mean_median_disagreement,0.2,0.1989902848470457,19274,242,-0.03307028219159324,0.12649489767602215,-0.2614357005631375,-0.0019336052835216583,-2.443164950543971,1.9709513970877606,10,-0.0039045566806094195,-4.932264018068981,7.537190082644628,8.289256198347108
TabPFN,42,predictive_interval_width,1.0,1.0,96859,242,-0.036187000176703725,0.07320136729691482,-0.49434869201178,-0.0018251559781167954,-4.00602568989228,1.8157365818528135,10,-0.003640892559969609,-7.988574113780027,39.570247933884296,40.45867768595041
TabPFN,42,predictive_interval_width,0.8,0.7989345337036311,77384,242,-0.0300086482928035,0.07497013040874687,-0.4002747244694982,-0.0018633436966977125,-4.630747405134829,1.8919450549966228,10,-0.0037552887516943355,-9.333408986384795,31.53305785123967,32.40495867768595
TabPFN,42,predictive_interval_width,0.6,0.5990563602762778,58024,242,-0.028234488778818078,0.07903603273433717,-0.3572356531826732,-0.0015149655797271713,-3.588379422982819,1.9152187733215407,10,-0.003430184353048712,-8.132461604784154,23.541322314049587,24.40909090909091
